,User,Tweet Data,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
254,CNN,"The Amtrak train that derailed Monday in DuPont, Washington, was traveling 80 mph in a 30 mph zone, according to th… https://t.co/XkKh1ncUvK",Tue Dec 19 10:05:42 +0000 2017,-0.34,0.0,0.893,0.107,46
255,CNN,"Young female executives are still earning less than men. Of the highest-paid executives age 40 and under last year,… https://t.co/4l7jZjeQPY",Tue Dec 19 10:02:02 +0000 2017,0.0,0.0,1.0,0.0,45
256,CNN,"A few years ago, this Kenyan farmer was working odd jobs; now he mines cryptocurrencies from his living room… https://t.co/EQyMtNWddE",Tue Dec 19 09:51:11 +0000 2017,-0.3182,0.0,0.887,0.113,44
257,CNN,"China's embassy in Washington has responded to Trump's new security policy with a statement warning that ""confronta… https://t.co/WsVYzZWHTp",Tue Dec 19 09:25:28 +0000 2017,0.0,0.121,0.758,0.121,43
258,CNN,"Around 500 runners dressed up as Santa Claus for a charity run in Seoul, South Korea https://t.co/3N5pGlBmRt",Tue Dec 19 09:17:43 +0000 2017,0.4215,0.157,0.843,0.0,42
259,CNN,Top architects take us on a tour of Miami’s art deco heritage https://t.co/rsnLkd1QwX (via @CNNStyle) https://t.co/DKEMnPx5UR,Tue Dec 19 09:01:03 +0000 2017,0.2023,0.114,0.886,0.0,41
260,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/NiYvqfuZaL,Tue Dec 19 08:44:06 +0000 2017,0.0,0.0,1.0,0.0,40
261,CNN,Facebook said it would start demoting posts that exploit its algorithm by fishing for user engagement… https://t.co/Rjc7fv29Q6,Tue Dec 19 08:31:03 +0000 2017,-0.1027,0.0,0.92,0.08,39
262,CNN,"The Trump administration is getting its second primetime parody with ""Our Cartoon President,"" an animated Showtime… https://t.co/cEn0dahkDO",Tue Dec 19 08:17:07 +0000 2017,0.0,0.0,1.0,0.0,38
263,CNN,"The Amtrak train that derailed Monday in DuPont, Washington, was traveling 80 mph in a 30 mph zone, according to th… https://t.co/SNWh0pWPti",Tue Dec 19 08:09:06 +0000 2017,-0.34,0.0,0.893,0.107,37
264,CNN,K-pop fans are mourning the death of SHINee singer Kim Jong-hyun who died in an apparent suicide in Seoul… https://t.co/uKU5PtsOjR,Tue Dec 19 08:07:04 +0000 2017,-0.9423,0.0,0.518,0.482,36
265,CNN,These airports have the happiest travelers https://t.co/GcnMo3AFTj https://t.co/kf5EswtXVn,Tue Dec 19 08:01:06 +0000 2017,0.6369,0.375,0.625,0.0,35
266,CNN,Can you imagine disco dancing on a plane or a mid-air gym workout? These ideas were once the future of flight… https://t.co/E7i27st8f7,Tue Dec 19 07:54:53 +0000 2017,0.0,0.0,1.0,0.0,34
267,CNN,An 18-year-old set the world record for the longest blindfolded slackline walk https://t.co/eu4Oz0CCWG https://t.co/ggbo7RkByZ,Tue Dec 19 07:42:57 +0000 2017,0.0,0.0,1.0,0.0,33
268,CNN,"This is 1 of 2 wooden North Korean “ghost ships” which drifted up on a beach in Akita, Japan, carrying the decompos… https://t.co/uzMJyewU24",Tue Dec 19 07:42:52 +0000 2017,0.0,0.0,1.0,0.0,32
269,CNN,President Donald Trump and his administration have been sending a message in recent weeks: Trump's campaign rhetori… https://t.co/7uPSN508ei,Tue Dec 19 07:31:08 +0000 2017,0.0,0.0,1.0,0.0,31
270,CNN,"Firefighters battling one of the biggest blazes in California's history hailed a ""productive day"" as weather condit… https://t.co/jy53Z2sDJF",Tue Dec 19 07:15:02 +0000 2017,-0.0516,0.1,0.789,0.111,30
271,CNN,Top architects join forces to build elaborate Gingerbread City https://t.co/zMqQ8YOrWO (via @CNNStyle) https://t.co/p4DunNRpor,Tue Dec 19 07:01:07 +0000 2017,0.4588,0.267,0.733,0.0,29
272,CNN,An Amtrak train derailed in Washington state killing at least three people and injuring more than 100 others… https://t.co/ZWHwaPculd,Tue Dec 19 06:44:10 +0000 2017,-0.7783,0.0,0.714,0.286,28
273,CNN,"Bombshell hacks were revealed one after another in 2017, from a massive Equifax breach to global ransom campaigns t… https://t.co/al9SlO5hwx",Tue Dec 19 06:38:03 +0000 2017,0.0,0.0,1.0,0.0,27
274,CNN,"A disagreement between Sarah Palin's eldest son, Track Palin, and his father turned violent when Track broke a wind… https://t.co/S5Yd462uz1",Tue Dec 19 06:31:04 +0000 2017,-0.8481,0.0,0.62,0.38,26
275,CNN,Here are five things you need to know about Trump's national security strategy https://t.co/5Ca1f7CnCj https://t.co/3OKyRt2Hlk,Tue Dec 19 06:25:27 +0000 2017,0.34,0.146,0.854,0.0,25
276,CNN,US uses veto to block a UN Security Council resolution critical of Trump administration's recognition of Jerusalem… https://t.co/ESpPCO7avI,Tue Dec 19 06:13:14 +0000 2017,-0.4215,0.111,0.648,0.241,24
277,CNN,"Is the science and technology seen in the ""Star Wars"" movies even remotely possible? Physicist Don Lincoln takes a… https://t.co/aJMDcA6guv",Tue Dec 19 06:01:03 +0000 2017,-0.5574,0.0,0.841,0.159,23
278,CNN,"Young female executives are still earning less than men. Of the highest-paid executives age 40 and under last year,… https://t.co/6rt8LNm9CG",Tue Dec 19 05:54:53 +0000 2017,0.0,0.0,1.0,0.0,22
279,CNN,"Bombshell hacks were revealed one after another in 2017, from a massive Equifax breach to global ransom campaigns t… https://t.co/q2fMstnbES",Tue Dec 19 05:46:03 +0000 2017,0.0,0.0,1.0,0.0,21
280,CNN,"A few years ago, this Kenyan farmer was working odd jobs; now he mines cryptocurrencies from his living room… https://t.co/vl4rqZLr8N",Tue Dec 19 05:38:32 +0000 2017,-0.3182,0.0,0.887,0.113,20
281,CNN,"The power is back on at Atlanta's Hartsfield-Jackson airport, but the question remains: Why did the busiest airport… https://t.co/wuNjdC2Mqb",Tue Dec 19 05:31:06 +0000 2017,0.0,0.0,1.0,0.0,19
282,CNN,"In June, Uber rolled out 38 new features as a part of a ""180 Days of Change"" pledge. Are drivers happier?… https://t.co/GVQbLdLEkn",Tue Dec 19 05:21:22 +0000 2017,0.0,0.0,1.0,0.0,18
283,CNN,"The Trump administration is getting its second primetime parody with ""Our Cartoon President,"" an animated Showtime… https://t.co/oHIYhownUK",Tue Dec 19 05:16:07 +0000 2017,0.0,0.0,1.0,0.0,17
284,CNN,This Chinese startup's electric SUV is a lot cheaper than Tesla's https://t.co/P5w6Ms9LpZ https://t.co/I6oyPK6WJS,Tue Dec 19 05:09:49 +0000 2017,0.0,0.0,1.0,0.0,16
285,CNN,A new exhibition that portrays Vladimir Putin as a superhero has opened in Moscow as the Russian leader prepares fo… https://t.co/KdfHsCQqM2,Tue Dec 19 05:02:52 +0000 2017,0.0,0.0,1.0,0.0,15
286,CNN,"RT @CNNTonight: Tavis Smiley says PBS had rushed to judgement after sexual misconduct allegations, ""the bottom-line is they did a sloppy in…",Tue Dec 19 04:56:51 +0000 2017,0.4019,0.119,0.881,0.0,14
287,CNN,President Trump's first tweet on the train crash in Washington state played politics | Analysis by CNN's Chris Cill… https://t.co/dfKXfkuRvR,Tue Dec 19 04:46:03 +0000 2017,-0.0772,0.109,0.769,0.122,13
288,CNN,K-pop fans are mourning the death of SHINee singer Kim Jong-hyun who died in an apparent suicide in Seoul… https://t.co/Q9vweA0UC3,Tue Dec 19 04:36:50 +0000 2017,-0.9423,0.0,0.518,0.482,12
289,CNN,Corporate America will have even fewer women leading America's largest companies going into 2018… https://t.co/vgsMtDSexP,Tue Dec 19 04:31:02 +0000 2017,0.0,0.0,1.0,0.0,11
290,CNN,"Twitter has suspended three accounts tied to far-right group Britain First, including one that President Trump retw… https://t.co/cGG5ejV7nM",Tue Dec 19 04:16:06 +0000 2017,-0.4767,0.0,0.846,0.154,10
291,CNN,"What will the tax bill mean for your wallet? Here are some of @CNNMoney's takeaways:

1. It could change your tax r… https://t.co/Zb6uYdAnkd",Tue Dec 19 04:02:56 +0000 2017,0.0,0.0,1.0,0.0,9
292,CNN,"White House homeland security adviser Tom Bossert said the United States believes North Korea was behind the ""Wanna… https://t.co/dWIdG0enbR",Tue Dec 19 04:01:05 +0000 2017,0.6369,0.234,0.766,0.0,8
293,CNN,"RT @CNNTonight: ""There's a huge disconnect between the national security strategy that was announced today ... and what Donald Trump, himse…",Tue Dec 19 03:57:20 +0000 2017,0.5719,0.207,0.793,0.0,7
294,CNN,"Despite some calls for Sen. Al Franken to stay, Senate Democrats are largely ready to move on… https://t.co/Na3Ap9MMU6",Tue Dec 19 03:46:06 +0000 2017,0.3612,0.128,0.872,0.0,6
295,CNN,Here’s a comparison between the current 2018 tax brackets vs. the GOP tax plan https://t.co/oLEvbeRyQ3 https://t.co/yJOnWEgLKN,Tue Dec 19 03:31:12 +0000 2017,0.0,0.0,1.0,0.0,5
296,CNN,Senate Intelligence Chairman Richard Burr says his committee is examining Green Party candidate Jill Stein's campai… https://t.co/4Gc2Wy9sqx,Tue Dec 19 03:23:06 +0000 2017,0.7003,0.279,0.721,0.0,4
297,CNN,The new tax code will still be complicated despite the GOP's promise to simplify https://t.co/gnvUQGrESl https://t.co/j2bIFi6QhT,Tue Dec 19 03:15:16 +0000 2017,-0.2411,0.0,0.884,0.116,3
298,CNN,"ESPN president John Skipper resigns, citing a substance addiction. He joined the network in 1997 and became its pre… https://t.co/6iJiC9xAzr",Tue Dec 19 03:13:34 +0000 2017,-0.3182,0.0,0.887,0.113,2
299,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/OWLzFXPIx9,Tue Dec 19 03:00:40 +0000 2017,0.0,0.0,1.0,0.0,1
300,Fox News,Congress votes on tax bill: What the 'Tax Cuts and Jobs Act' means for you https://t.co/azZHQsumcA,Tue Dec 19 18:01:25 +0000 2017,-0.296,0.0,0.872,0.128,100
301,Fox News,OPINION: Haters gonna hate? Taylor Swift had a great year -- shake it off https://t.co/xyL8tYQdHd,Tue Dec 19 17:47:44 +0000 2017,-0.4019,0.251,0.383,0.366,99
302,Fox News,Doug Schoen: Why Trump is smart to not fire Mueller (via @FoxNewsOpinion) https://t.co/GzBJrrP7Qc,Tue Dec 19 17:30:28 +0000 2017,0.577,0.301,0.699,0.0,98
303,Fox News,"Hillary Clinton campaign, DNC accused of 'corrupt' money scheme in new FEC complaint https://t.co/JOYMOIxkZU",Tue Dec 19 17:20:27 +0000 2017,-0.5267,0.0,0.732,0.268,97
304,Fox News,"FBI’s McCabe faces GOP calls for ouster, ahead of closed-door testimony https://t.co/Ya0WLoYCB3",Tue Dec 19 17:20:07 +0000 2017,0.0,0.0,1.0,0.0,96
305,Fox News,THEY SAID 'YES!' A Wisconsin firefighter had a special question for his girlfriend and her two-year-old daughter.… https://t.co/B91TQK8eJO,Tue Dec 19 17:04:43 +0000 2017,0.4574,0.166,0.834,0.0,95
306,Fox News,"Half of Americans Think Their Taxes Will Go Up Under GOP Plan, Poll Shows https://t.co/KwckUDdF56",Tue Dec 19 16:46:16 +0000 2017,0.0,0.0,1.0,0.0,94
307,Fox News,"Hillary Clinton campaign, DNC accused of 'corrupt' money scheme in new FEC complaint (via @perrych)  https://t.co/VIbdu7zW3n",Tue Dec 19 16:41:34 +0000 2017,-0.5267,0.0,0.761,0.239,93
308,Fox News,".@KevinJacksonTBS: ""Everything [@realDonaldTrump] is touching, for the most part, has turned to gold."" https://t.co/EHBFiVG0dF",Tue Dec 19 16:23:18 +0000 2017,0.0,0.0,1.0,0.0,92
309,Fox News,UK Christmas markets feature armed police and bollards to counter terror threat https://t.co/ghc9o4U1aK #FoxNewsWorld (via @christocarbone),Tue Dec 19 16:20:00 +0000 2017,-0.7783,0.0,0.673,0.327,91
310,Fox News,".@jameshohmann on the tax bill: ""This is a huge political victory for Republicans."" https://t.co/wo03KfZQCi",Tue Dec 19 16:18:07 +0000 2017,0.3182,0.161,0.839,0.0,90
311,Fox News,"Boy calls 911 to report Grinch, 'because the Grinch is going to steal Christmas, OK?' https://t.co/RodDex960Y",Tue Dec 19 16:15:02 +0000 2017,-0.4939,0.0,0.824,0.176,89
312,Fox News,Ex-professor who wrote pro-intifada kids' book says 'Christmas is a Palestinian festival' https://t.co/LZaRo0c9mn,Tue Dec 19 16:13:35 +0000 2017,0.4939,0.225,0.775,0.0,88
313,Fox News,"Amazing alien mineral discovery: Site of 60 million-year-old meteorite strike stuns scientists
https://t.co/u7qnTHFPeo",Tue Dec 19 16:10:04 +0000 2017,0.5267,0.299,0.61,0.091,87
314,Fox News,Disney World’s animatronic Trump robot for the Hall of Presidents isn't winning any fans on Twitter https://t.co/7jjBNZuXF9,Tue Dec 19 15:45:30 +0000 2017,-0.4168,0.0,0.852,0.148,86
315,Fox News,"A rower paddles along the Naviglio canal decorated with Christmas lights in Milan, #Italy. https://t.co/LymI99dTU0",Tue Dec 19 15:42:25 +0000 2017,0.0,0.0,1.0,0.0,85
316,Fox News,Sarah Sanders: Democrats Should Have Been Begging to Be a Part of Tax Reform https://t.co/POEliQFNUp,Tue Dec 19 15:37:52 +0000 2017,0.0,0.0,1.0,0.0,84
317,Fox News,".@SpeakerRyan on the tax bill: ""This is going to make such a positive difference in the lives everyday working Amer… https://t.co/qU75nmK4NF",Tue Dec 19 15:30:06 +0000 2017,0.5574,0.159,0.841,0.0,83
318,Fox News,".@SpeakerRyan on the tax bill: ""This is about expanding opportunity to people who are striving to make the most of… https://t.co/MJnnKVLfQ5",Tue Dec 19 15:26:07 +0000 2017,0.4215,0.123,0.877,0.0,82
319,Fox News,".@ChrisStirewalt on the Democrats: ""They won on ObamaCare, they won on a couple of appointments but they were not n… https://t.co/bOWwxBazwx",Tue Dec 19 15:16:31 +0000 2017,0.5719,0.207,0.793,0.0,81
320,Fox News,"Florida toddler caught up in mall brawl after mom kicks woman in face while pushing stroller, video shows https://t.co/5AEMIjmnkZ",Tue Dec 19 14:56:00 +0000 2017,0.0,0.0,1.0,0.0,80
321,Fox News,".@RichLowry: ""People on the left fear and loath this president, look at his twitter feed and say 'he's a wild-eyed… https://t.co/aSaWmnr9XR",Tue Dec 19 14:51:33 +0000 2017,-0.4939,0.0,0.856,0.144,79
322,Fox News,.@TheJuanWilliams: The ground shifts on immigration https://t.co/xMqobVLR1z,Tue Dec 19 14:45:02 +0000 2017,0.0,0.0,1.0,0.0,78
323,Fox News,Animatronic #Trump Joins Disney World's Hall of Presidents https://t.co/OT8EX1n8bs,Tue Dec 19 14:36:42 +0000 2017,0.0,0.0,1.0,0.0,77
324,Fox News,"Trump predicts economic boom as final tax bill heads for House, Senate - via @brookefoxnews
https://t.co/wlsGLxzVfW",Tue Dec 19 14:08:58 +0000 2017,0.0,0.0,1.0,0.0,76
325,Fox News,"Trump predicts economic boom as final tax bill heads for House, Senate https://t.co/GuL5ZK4wV4",Tue Dec 19 14:06:31 +0000 2017,0.0,0.0,1.0,0.0,75
326,Fox News,LETTING LOOSE DURING LAYOVER: Two young girls took to dancing to pass the time during a layover at a Dallas airport… https://t.co/07KOuHrhFd,Tue Dec 19 14:03:41 +0000 2017,-0.4648,0.0,0.862,0.138,74
327,Fox News,".@PressSec: ""[@realDonaldTrump] has been a tremendous leader when it comes to growing our economy... and putting Am… https://t.co/h8AWjLCwQD",Tue Dec 19 13:51:21 +0000 2017,0.1779,0.096,0.904,0.0,73
328,Fox News,".@PressSec on the tax bill: ""This is a huge deal for America. This is something that we've seen just talking about… https://t.co/uh1p3TFDFg",Tue Dec 19 13:47:54 +0000 2017,0.3182,0.103,0.897,0.0,72
329,Fox News,".@PressSec: ""This is a president who has unleashed the military power of the United States... it's a great and a ve… https://t.co/xdHFWM2UPM",Tue Dec 19 13:47:33 +0000 2017,0.7845,0.289,0.711,0.0,71
330,Fox News,.@MartinOMalley on Democrats in 2018: “We need to win back our states if we’re going to save the United States.”… https://t.co/bQsJAb51we,Tue Dec 19 13:29:39 +0000 2017,0.8689,0.353,0.647,0.0,70
331,Fox News,Archaeologists discover child graves at ancient site in Egypt https://t.co/4GbAeQzOvq,Tue Dec 19 13:18:17 +0000 2017,-0.296,0.0,0.804,0.196,69
332,Fox News,"Eddie Edwards on @foxandfriends: Growing up, I didn’t know if I was very conservative or liberal, I just knew Ameri… https://t.co/WGZgBcgiII",Tue Dec 19 13:14:33 +0000 2017,0.1779,0.091,0.909,0.0,68
333,Fox News,"Eddie Edwards on @foxandfriends: “This is a wonderful place to live, a wonderful place that gives opportunities to… https://t.co/b42fTvFdIb",Tue Dec 19 13:08:59 +0000 2017,0.875,0.417,0.583,0.0,67
334,Fox News,'Star Wars: The Last Jedi' actress cries overhearing strangers talk about her character https://t.co/AXhnJd6nhm,Tue Dec 19 12:56:07 +0000 2017,-0.743,0.0,0.656,0.344,66
335,Fox News,"DOW rises 5,000 points in a year for first time https://t.co/BXkVsugOnt",Tue Dec 19 12:49:57 +0000 2017,0.0,0.0,1.0,0.0,65
336,Fox News,"Melania Trump's Popularity Soars, Majority Now View Her Favorably, Poll Shows https://t.co/r9JBbWtJ8B",Tue Dec 19 12:49:01 +0000 2017,0.6908,0.363,0.637,0.0,64
337,Fox News,".@newtgingrich on tax reform: ""The Democrats who vote no this week are going to pay a price this fall."" https://t.co/BEtKiGVoHi",Tue Dec 19 12:39:53 +0000 2017,-0.3818,0.0,0.825,0.175,63
338,Fox News,".@KevinJacksonTBS: ""Everything [@realDonaldTrump] is touching, for the most part, has turned to gold."" https://t.co/DjUB7QNZB6",Tue Dec 19 12:34:10 +0000 2017,0.0,0.0,1.0,0.0,62
339,Fox News,"Net Neutrality's impact on free porn could be significant, experts say https://t.co/RNvw5UNpbM #FNTech (via @christocarbone @FoxNewsTech)",Tue Dec 19 12:24:00 +0000 2017,0.6249,0.267,0.733,0.0,61
340,Fox News,"Sean ‘Diddy’ Combs eyes Carolina Panthers, wants to sign Kaepernick https://t.co/C78zRocyjh https://t.co/BkkghW1FbM",Tue Dec 19 12:20:35 +0000 2017,0.0,0.0,1.0,0.0,60
341,Fox News,".@GroverNorquist on tax reform: ""This is a huge step forward."" https://t.co/j9M32GfWKK",Tue Dec 19 12:13:38 +0000 2017,0.3182,0.204,0.796,0.0,59
342,Fox News,".@Judgenap on the special counsel: ""If the president fires Mueller... somebody else will pick up the reins. The inv… https://t.co/YuMRv6E75t",Tue Dec 19 12:11:34 +0000 2017,0.4019,0.124,0.876,0.0,58
343,Fox News,Trump administration seeks to block immigrant teen from having abortion https://t.co/ESuURXtRXn,Tue Dec 19 12:02:42 +0000 2017,-0.4404,0.0,0.775,0.225,57
344,Fox News,OPINION: A former Navy SEAL's Christmas wish: Our homeless veterans need your help (via @FoxNewsOpinion) https://t.co/QtJuJTYubX,Tue Dec 19 11:40:28 +0000 2017,0.6597,0.293,0.707,0.0,56
345,Fox News,"2nd Lt. Robert McCoy, soldier who helped save train passengers: ""I couldn't afford to be scared, I couldn't afford… https://t.co/mqdSDQl94z",Tue Dec 19 11:38:09 +0000 2017,0.0772,0.139,0.736,0.126,55
346,Fox News,"Kerry B. Harvey: ""Selling heroin and selling fentanyl on the streets is not a victimless crime, it's not a non-viol… https://t.co/ref91Ycopp",Tue Dec 19 11:33:04 +0000 2017,-0.2008,0.121,0.681,0.198,54
347,Fox News,.@AlanDersh: @POTUS doesn't need to fire Mueller - here's why https://t.co/HYsHdmKICt,Tue Dec 19 11:30:00 +0000 2017,0.2584,0.184,0.816,0.0,53
348,Fox News,".@KironSkinner: ""When you read the national security strategy it is highly consistent with what the president campa… https://t.co/kUjfOc7zlF",Tue Dec 19 11:20:51 +0000 2017,0.34,0.124,0.876,0.0,52
349,Fox News,LETTING LOOSE DURING LAYOVER: Two young girls took to dancing to pass the time during a layover at a Dallas airport… https://t.co/AzPyBfEtP8,Tue Dec 19 11:00:03 +0000 2017,-0.4648,0.0,0.862,0.138,51
350,Fox News,".@TheWorldsFrates: ""The media has become essentially an extended arm of the DNC, they are going to push anything De… https://t.co/7ul2FAW6ZC",Tue Dec 19 10:59:19 +0000 2017,0.0,0.0,1.0,0.0,50
351,Fox News,"RT @foxandfriends: Coming up...!
@Judgenap
@GroverNorquist
@KevinJacksonTBS
@newtgingrich
@Jim_Jordan
@MartinOMalley
@PressSec https://t.co…",Tue Dec 19 10:58:40 +0000 2017,0.0,0.0,1.0,0.0,49
352,Fox News,House to vote on historic tax reform bill today https://t.co/7bIFwV33u3,Tue Dec 19 10:54:48 +0000 2017,0.0,0.0,1.0,0.0,48
353,Fox News,"Dr. Rebecca Grant: ""I care about the climate, but climate change doesn't have to be in this national security strat… https://t.co/IPwxjNEDWf",Tue Dec 19 10:51:30 +0000 2017,0.714,0.279,0.721,0.0,47
354,Fox News,White House says North Korea was behind massive ‘WannaCry’ cyberattack in May https://t.co/k2JwoLHS6G https://t.co/kj48riiZ2V,Tue Dec 19 10:43:47 +0000 2017,0.0,0.0,1.0,0.0,46
355,Fox News,"U.S. Marines from III-Marine Expeditionary Force from Okinawa, Japan, run on the snow to attend a joint military wi… https://t.co/1neTiWiCI3",Tue Dec 19 10:41:40 +0000 2017,0.0,0.0,1.0,0.0,45
356,Fox News,"Amtrak train was traveling at 80 mph in 30 mph zone, NTSB says https://t.co/Su4DEkzrLG https://t.co/EaDwDuAjud",Tue Dec 19 10:39:35 +0000 2017,0.0,0.0,1.0,0.0,44
357,Fox News,"Sean ‘Diddy’ Combs eyes Carolina Panthers, wants to sign Kaepernick https://t.co/C78zRocyjh",Tue Dec 19 10:33:20 +0000 2017,0.0,0.0,1.0,0.0,43
358,Fox News,".@jessebwatters on @POTUS's national security plan: ""I think [@POTUS] was...saying he's here to ignite a reawakenin… https://t.co/q6U3QXEUon",Tue Dec 19 10:30:02 +0000 2017,0.34,0.138,0.862,0.0,42
359,Fox News,"Bob Carey: ""This president has invested personally in this national security strategy... and has brought over the p… https://t.co/2iEvPpc0bi",Tue Dec 19 10:19:09 +0000 2017,0.34,0.118,0.882,0.0,41
360,Fox News,Man Arrested After Ramming Gate at UK Air Base Used by @usairforce https://t.co/W56ugudZkq https://t.co/JB6bmMhNHP,Tue Dec 19 10:12:10 +0000 2017,-0.4767,0.0,0.807,0.193,40
361,Fox News,"Florida attorney visited jail to make porn with inmate, sheriff says https://t.co/2iwSzb4vaY",Tue Dec 19 10:00:01 +0000 2017,0.0,0.0,1.0,0.0,39
362,Fox News,"Trump listening to 'hardliners,' China's news agency says https://t.co/vQWn0KWyca",Tue Dec 19 09:54:17 +0000 2017,0.0,0.0,1.0,0.0,38
363,Fox News,"Trump allies ripping Mueller while president cooperates, but are they going too far? https://t.co/nCjbP1uwQv via @HowardKurtz @MediaBuzzFNC",Tue Dec 19 09:04:00 +0000 2017,0.0,0.0,1.0,0.0,37
364,Fox News,"A Maryland firefighter saved a freezing dog from an icy river.  Now, the pup may really become this man's best frie… https://t.co/wZ4OrAp2ze",Tue Dec 19 08:30:03 +0000 2017,0.765,0.276,0.669,0.055,36
365,Fox News,"Amtrak train was traveling at 80 mph in 30 mph zone before derailment, NTSB says https://t.co/Su4DEkzrLG via… https://t.co/tym4n6w8rK",Tue Dec 19 08:20:59 +0000 2017,0.0,0.0,1.0,0.0,35
366,Fox News,"Girl asks Santa for blanket, food in heartbreaking Christmas letter https://t.co/ZPME3ZklA5",Tue Dec 19 08:00:01 +0000 2017,-0.4588,0.0,0.769,0.231,34
367,Fox News,"Amtrak line lacked Positive Train Control safety system, official says https://t.co/ShMt51YKlC via @LukasMikelionis",Tue Dec 19 07:45:00 +0000 2017,0.7506,0.368,0.632,0.0,33
368,Fox News,Twitter begins purge of far-right accounts as new hate speech rules take effect https://t.co/gVk5lV40zr,Tue Dec 19 07:30:00 +0000 2017,-0.5719,0.0,0.778,0.222,32
369,Fox News,Lawmaker demands investigation into report Obama WH undermined anti-Hezbollah task force https://t.co/RSu37rMvln,Tue Dec 19 07:00:02 +0000 2017,-0.3612,0.0,0.815,0.185,31
370,Fox News,.@WhiteHouse says North Korea was behind massive ‘WannaCry’ cyberattack in May https://t.co/H7QT3CSanM,Tue Dec 19 06:30:00 +0000 2017,0.0,0.0,1.0,0.0,30
371,Fox News,Local Washington mayor feared deadly accidents weeks before Amtrak derailment https://t.co/fKqBvGpcQ7,Tue Dec 19 06:00:00 +0000 2017,-0.6705,0.0,0.621,0.379,29
372,Fox News,".@dbongino on @POTUS 'putting America first': ""Patriotism, pride, 'America first'. @JudgeJeanine, these are things… https://t.co/gY48aKTo3n",Tue Dec 19 05:30:06 +0000 2017,0.34,0.146,0.854,0.0,28
373,Fox News,Amtrak train was supposed to go 30 mph around curve before derailment: report https://t.co/E85o2WMiiq,Tue Dec 19 05:00:01 +0000 2017,0.0,0.0,1.0,0.0,27
374,Fox News,"Next year, we will see a black hole for the first time ever https://t.co/DzXbqkuR4R",Tue Dec 19 04:46:15 +0000 2017,0.0,0.0,1.0,0.0,26
375,Fox News,".@David_Bossie: ""This economy is on [@POTUS'] back. He is carrying it through deregulation &amp; through the sheer forc… https://t.co/FIEDFUAzon",Tue Dec 19 04:30:06 +0000 2017,0.0,0.0,1.0,0.0,25
376,Fox News,OPINION: Trump shuts down ginned-up liberal 'uprising' in three words https://t.co/cbBhEwqCDH,Tue Dec 19 04:20:00 +0000 2017,0.0,0.0,1.0,0.0,24
377,Fox News,".@jessebwatters on @POTUS's national security plan: ""I think [@POTUS] was...saying he's here to ignite a reawakenin… https://t.co/ZZgoGgF2S2",Tue Dec 19 04:10:05 +0000 2017,0.34,0.138,0.862,0.0,23
378,Fox News,Testimony of DOJ official with ties to Fusion GPS pushed back https://t.co/PzuBQp1Uzf,Tue Dec 19 03:59:04 +0000 2017,0.0,0.0,1.0,0.0,22
379,Fox News,Lawmaker demands investigation into report @BarackObama White House undermined anti-Hezbollah task force https://t.co/R2D3CI8qMD,Tue Dec 19 03:55:24 +0000 2017,-0.3612,0.0,0.828,0.172,21
